tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
181,Exchange Place,Columbus Drive,26268,Subscriber,1985,33,Male
260,Exchange Place,Columbus Drive,29503,Subscriber,1986,32,Male
413,Exchange Place,Warren St,29269,Subscriber,1991,27,Male
249,Exchange Place,Morris Canal,26182,Subscriber,1990,28,Male
1570,Exchange Place,Leonard Gordon Park,26230,Subscriber,1979,39,Male
261,Exchange Place,Morris Canal,29520,Subscriber,1991,27,Male
582,Exchange Place,Monmouth and 6th,33647,Subscriber,1976,42,Male
1058,Exchange Place,Marin Light Rail,26194,Subscriber,1985,33,Male
223,Exchange Place,Warren St,29295,Subscriber,1975,43,Male
531,Exchange Place,Newark Ave,29288,Subscriber,1983,35,Male
412,Exchange Place,Grove St PATH,29676,Subscriber,1988,30,Female
458,Exchange Place,City Hall,28857,Subscriber,1969,49,Male
267,Exchange Place,Warren St,33652,Subscriber,1990,28,Male
186,Exchange Place,Essex Light Rail,26215,Subscriber,1991,27,Female
396,Exchange Place,Newport Pkwy,29579,Subscriber,1991,27,Male
312,Exchange Place,Warren St,26310,Subscriber,1990,28,Male
537,Exchange Place,Liberty Light Rail,29277,Subscriber,1981,37,Male
1014,Exchange Place,Liberty Light Rail,33646,Subscriber,1986,32,Male
170,Exchange Place,Essex Light Rail,29520,Subscriber,1986,32,Male
276,Exchange Place,Grove St PATH,33665,Subscriber,1980,38,Male
371,Exchange Place,Warren St,33634,Subscriber,1971,47,Male
252,Exchange Place,Morris Canal,29458,Subscriber,1987,31,Male
299,Exchange Place,York St,33556,Subscriber,1986,32,Male
436,Exchange Place,Columbus Drive,29681,Subscriber,1978,40,Male
911,Exchange Place,Brunswick St,33600,Subscriber,1960,60,Male
306,Exchange Place,Morris Canal,29487,Subscriber,1987,31,Male
235,Exchange Place,York St,26171,Subscriber,1983,35,Male
97,Exchange Place,Harborside,29201,Subscriber,1989,29,Male
152,Exchange Place,Essex Light Rail,29197,Subscriber,1987,31,Male
1016,Exchange Place,Baldwin at Montgomery,26192,Subscriber,1995,23,Male
246,Exchange Place,Morris Canal,26182,Subscriber,1987,31,Male
228,Exchange Place,Morris Canal,29634,Subscriber,1981,37,Unknown
260,Exchange Place,Morris Canal,29629,Subscriber,1969,49,Unknown
90,Exchange Place,Exchange Place,25330,Subscriber,1983,35,Female
178,Exchange Place,Harborside,25330,Subscriber,1994,24,Male
292,Exchange Place,Morris Canal,25066,Subscriber,1984,34,Male
303,Exchange Place,Warren St,26213,Subscriber,1979,39,Male
129,Exchange Place,Paulus Hook,29656,Subscriber,1966,52,Male
268,Exchange Place,Grove St PATH,29248,Subscriber,1976,42,Male
414,Exchange Place,Newport PATH,26215,Subscriber,1964,54,Male
127,Exchange Place,Paulus Hook,29680,Subscriber,1982,36,Male
462,Exchange Place,Newport Pkwy,29293,Subscriber,1963,55,Male
739,Exchange Place,Warren St,29269,Subscriber,1994,24,Female
781,Exchange Place,Washington St,29608,Subscriber,1976,42,Male
4158,Exchange Place,Exchange Place,29262,Customer,1967,51,Male
193,Exchange Place,Columbus Drive,33636,Subscriber,1971,47,Male
1727,Exchange Place,Washington St,29269,Customer,1969,49,Unknown
1379,Exchange Place,Washington St,29238,Customer,1969,49,Unknown
356,Exchange Place,Newark Ave,29287,Subscriber,1976,42,Male
3185,Exchange Place,Exchange Place,33657,Subscriber,1993,25,Male
482,Exchange Place,Montgomery St,26255,Subscriber,1990,28,Male
1078,Exchange Place,Exchange Place,29248,Subscriber,1979,39,Male
1026,Exchange Place,Exchange Place,26250,Subscriber,1983,35,Male
298,Exchange Place,Van Vorst Park,29262,Subscriber,1973,45,Male
297,Exchange Place,Warren St,29604,Subscriber,1971,47,Male
293,Exchange Place,Morris Canal,29302,Subscriber,1983,35,Male
77,Exchange Place,Paulus Hook,29503,Subscriber,1982,36,Male
390,Exchange Place,York St,33657,Subscriber,1968,50,Female
509,Exchange Place,York St,26258,Subscriber,1960,58,Female
226,Exchange Place,York St,29227,Subscriber,1956,62,Male
237,Exchange Place,City Hall,29588,Subscriber,1971,47,Male
686,Exchange Place,Newport Pkwy,33647,Subscriber,1990,28,Male
380,Exchange Place,Newport Pkwy,33602,Subscriber,1941,77,Female
1716,Exchange Place,Leonard Gordon Park,29512,Subscriber,1976,42,Male
611,Exchange Place,Marin Light Rail,33564,Subscriber,56,56,Male
462,Exchange Place,Manila & 1st,29447,Subscriber,1980,38,Male
602,Exchange Place,Marin Light Rail,29248,Subscriber,1960,58,Female
184,Exchange Place,Essex Light Rail,33570,Subscriber,1974,44,Male
1138,Exchange Place,Sip Ave,26265,Subscriber,1987,31,Male
286,Exchange Place,Warren St,29628,Subscriber,1963,53,Female
607,Exchange Place,Grand St,26221,Subscriber,1974,44,Male
966,Exchange Place,Oakland Ave,29461,Subscriber,1981,37,Male
99,Exchange Place,Paulus Hook,33640,Subscriber,1960,58,Male
267,Exchange Place,Morris Canal,29301,Subscriber,1978,40,Male
354,Exchange Place,Morris Canal,26164,Subscriber,1977,41,Male
255,Exchange Place,Marin Light Rail,33656,Subscriber,1993,25,Male
308,Exchange Place,Morris Canal,29270,Subscriber,1980,38,Male
788,Exchange Place,Liberty Light Rail,22467,Subscriber,1993,25,Female
277,Exchange Place,Morris Canal,26284,Subscriber,1989,29,Female
466,Exchange Place,Newport Pkwy,25066,Subscriber,1992,26,Male
214,Exchange Place,York St,29668,Subscriber,1980,38,Male
278,Exchange Place,Morris Canal,26253,Subscriber,1989,29,Male
235,Exchange Place,Essex Light Rail,29518,Subscriber,1991,27,Female
223,Exchange Place,Morris Canal,29451,Subscriber,1976,42,Male
275,Exchange Place,Warren St,26250,Subscriber,1990,28,Male
434,Exchange Place,Washington St,29579,Subscriber,1988,30,Female
210,Exchange Place,Grand St,29482,Subscriber,1988,30,Male
1723,Exchange Place,Leonard Gordon Park,26213,Subscriber,1979,39,Male
225,Exchange Place,Morris Canal,29301,Subscriber,1994,24,Female
90,Exchange Place,Exchange Place,29608,Customer,1987,31,Male
802,Exchange Place,Exchange Place,29232,Customer,1987,31,Male
270,Exchange Place,Warren St,29217,Subscriber,1987,31,Male
238,Exchange Place,Essex Light Rail,29608,Subscriber,1985,33,Female
285,Exchange Place,Manila & 1st,29639,Subscriber,1981,37,Male
501,Exchange Place,Van Vorst Park,26304,Subscriber,1980,38,Male
756,Exchange Place,Newark Ave,26257,Subscriber,1991,27,Male
915,Exchange Place,JC Medical Center,26173,Subscriber,1988,30,Male
469,Exchange Place,Marin Light Rail,29229,Subscriber,1988,30,Male
823,Exchange Place,Lafayette Park,26259,Subscriber,1986,32,Male
154,Exchange Place,Grand St,26295,Subscriber,1989,29,Male
1876,Exchange Place,Newport PATH,29232,Subscriber,1980,38,Female
398,Exchange Place,Essex Light Rail,29586,Subscriber,1963,55,Male
223,Exchange Place,Warren St,26157,Subscriber,1972,46,Male
86,Exchange Place,Exchange Place,26196,Subscriber,1988,30,Male
201,Exchange Place,Morris Canal,33565,Subscriber,1980,38,Male
415,Exchange Place,Van Vorst Park,26196,Subscriber,1964,54,Female
1061,Exchange Place,5 Corners Library,26191,Subscriber,1987,31,Male
153,Exchange Place,Grand St,26195,Subscriber,1971,47,Male
361,Exchange Place,Morris Canal,26210,Subscriber,1987,31,Male
161,Exchange Place,Harborside,29628,Subscriber,1983,35,Male
674,Exchange Place,Brunswick & 6th,29585,Subscriber,1960,60,Male
307,Exchange Place,Marin Light Rail,33632,Subscriber,1988,30,Male
409,Exchange Place,Morris Canal,26213,Subscriber,1986,32,Female
413,Exchange Place,Morris Canal,29275,Subscriber,1980,38,Female
284,Exchange Place,Grove St PATH,26253,Subscriber,1984,34,Female
1324,Exchange Place,City Hall,29212,Subscriber,1981,37,Male
3488,Exchange Place,Grove St PATH,26210,Customer,1992,26,Female
2419,Exchange Place,Exchange Place,33615,Customer,1969,49,Unknown
2393,Exchange Place,Exchange Place,33622,Customer,1969,49,Unknown
217,Exchange Place,Grand St,29628,Subscriber,1971,47,Male
278,Exchange Place,Grove St PATH,26215,Subscriber,1963,53,Female
1133,Exchange Place,Warren St,33608,Subscriber,1971,47,Female
403,Exchange Place,Van Vorst Park,29618,Subscriber,1989,29,Male
1994,Exchange Place,Lafayette Park,33615,Subscriber,1956,62,Male
2955,Exchange Place,Exchange Place,26169,Customer,1969,49,Unknown
1312,Exchange Place,Exchange Place,33558,Customer,1969,49,Unknown
1277,Exchange Place,Exchange Place,29538,Customer,1969,49,Unknown
1038,Exchange Place,Essex Light Rail,29446,Customer,1987,31,Male
1022,Exchange Place,Essex Light Rail,26247,Customer,1989,29,Female
847,Exchange Place,Newark Ave,33653,Subscriber,1986,32,Female
1701,Exchange Place,Exchange Place,29610,Customer,1969,49,Unknown
1676,Exchange Place,Exchange Place,26169,Customer,1969,49,Unknown
1674,Exchange Place,Exchange Place,33558,Customer,1969,49,Unknown
1027,Exchange Place,Marin Light Rail,33575,Subscriber,1982,36,Male
581,Exchange Place,Marin Light Rail,29626,Subscriber,1989,29,Female
272,Exchange Place,Morris Canal,29278,Subscriber,1986,32,Female
2088,Exchange Place,Liberty Light Rail,29205,Subscriber,1995,23,Female
1198,Exchange Place,Exchange Place,33622,Subscriber,1956,62,Male
13600,Exchange Place,8 Ave & W 52 St,33558,Customer,1969,49,Unknown
12927,Exchange Place,8 Ave & W 52 St,33622,Customer,1969,49,Unknown
12903,Exchange Place,8 Ave & W 52 St,33661,Customer,1969,49,Unknown
12864,Exchange Place,8 Ave & W 52 St,33624,Customer,1969,49,Unknown
831,Exchange Place,Exchange Place,33640,Subscriber,1994,24,Male
799,Exchange Place,Newport PATH,29278,Customer,1987,31,Male
808,Exchange Place,Newport PATH,26216,Customer,1989,29,Female
364,Exchange Place,Grand St,29668,Subscriber,1982,36,Male
334,Exchange Place,Grand St,29302,Subscriber,1982,36,Female
518,Exchange Place,Newport Pkwy,29573,Subscriber,1986,32,Male
407,Exchange Place,Newport Pkwy,29555,Subscriber,1969,49,Unknown
540,Exchange Place,Newark Ave,29292,Subscriber,1982,36,Male
213,Exchange Place,Harborside,29206,Subscriber,1993,25,Female
210,Exchange Place,Harborside,26169,Subscriber,1991,27,Male
704,Exchange Place,Hamilton Park,26268,Subscriber,1989,29,Male
748,Exchange Place,Jersey & 6th St,26166,Subscriber,1975,43,Male
520,Exchange Place,Newport Pkwy,29584,Subscriber,1968,50,Male
429,Exchange Place,Newport PATH,29677,Subscriber,1991,27,Female
9821,Exchange Place,Warren St,26162,Subscriber,1969,49,Unknown
1176,Exchange Place,Manila & 1st,29210,Subscriber,1968,50,Male
1405,Exchange Place,Liberty Light Rail,26213,Customer,1969,49,Unknown
1414,Exchange Place,Liberty Light Rail,33695,Customer,1969,49,Unknown
1491,Exchange Place,Grand St,33640,Customer,1986,32,Male
1484,Exchange Place,Grand St,29452,Customer,1986,32,Female
1475,Exchange Place,Grand St,33608,Customer,1984,34,Female
553,Exchange Place,Newport Pkwy,33680,Subscriber,1970,48,Male
547,Exchange Place,Hamilton Park,25066,Subscriber,1995,23,Male
1253,Exchange Place,Jersey & 6th St,29228,Customer,1969,49,Unknown
1156,Exchange Place,Jersey & 6th St,33653,Customer,1969,49,Unknown
986,Exchange Place,Jersey & 6th St,33659,Subscriber,1980,38,Female
786,Exchange Place,Communipaw & Berry Lane,29215,Subscriber,1995,23,Male
450,Exchange Place,Warren St,29505,Subscriber,1969,49,Unknown
336,Exchange Place,Warren St,26164,Subscriber,1969,49,Unknown
426,Exchange Place,Grove St PATH,29305,Subscriber,1993,25,Male
396,Exchange Place,Grove St PATH,26289,Subscriber,1994,24,Male
614,Exchange Place,Newport Pkwy,29628,Customer,1977,41,Male
161,Exchange Place,Harborside,29486,Subscriber,1988,30,Male
567,Exchange Place,Morris Canal,26235,Customer,1969,49,Unknown
885,Exchange Place,Newport PATH,29206,Subscriber,1986,32,Female
181,Exchange Place,Harborside,29229,Subscriber,1988,30,Male
2200,Exchange Place,Heights Elevator,29538,Customer,1969,49,Unknown
2184,Exchange Place,Heights Elevator,33573,Customer,1969,49,Unknown
257,Exchange Place,Morris Canal,29208,Subscriber,1984,34,Male
2019,Exchange Place,Newport Pkwy,29626,Customer,1980,38,Male
662,Exchange Place,JC Medical Center,26235,Subscriber,1959,59,Female
196,Exchange Place,Morris Canal,29298,Subscriber,1988,30,Male
298,Exchange Place,Morris Canal,26195,Subscriber,1963,53,Female
421,Exchange Place,Marin Light Rail,26304,Subscriber,1985,33,Female
402,Exchange Place,Marin Light Rail,33625,Subscriber,1985,33,Male
322,Exchange Place,City Hall,33608,Subscriber,1992,26,Male
306,Exchange Place,Warren St,33580,Subscriber,1969,49,Unknown
239,Exchange Place,Morris Canal,33588,Subscriber,1994,24,Female
739,Exchange Place,Newark Ave,29609,Subscriber,1959,59,Female
2164,Exchange Place,Newport Pkwy,33559,Subscriber,1990,28,Male
233,Exchange Place,Essex Light Rail,26163,Subscriber,1983,35,Female
635,Exchange Place,Newport Pkwy,29618,Subscriber,1981,37,Male
364,Exchange Place,Newport PATH,29527,Subscriber,1993,25,Male
263,Exchange Place,Van Vorst Park,29437,Subscriber,1980,38,Male
564,Exchange Place,Brunswick & 6th,26249,Subscriber,1960,60,Male
364,Exchange Place,Morris Canal,26247,Subscriber,1984,34,Male
283,Exchange Place,Van Vorst Park,26291,Subscriber,1973,45,Male
723,Exchange Place,Liberty Light Rail,26221,Customer,1969,49,Unknown
1728,Exchange Place,Exchange Place,29451,Subscriber,1983,35,Male
1181,Exchange Place,Newport Pkwy,29485,Customer,1969,49,Unknown
1157,Exchange Place,Newport Pkwy,29555,Subscriber,1970,48,Male
636,Exchange Place,Liberty Light Rail,29257,Subscriber,1981,37,Female
253,Exchange Place,Warren St,26257,Subscriber,1969,49,Unknown
517,Exchange Place,Newport Pkwy,29596,Subscriber,1986,32,Male
662,Exchange Place,Newport PATH,29270,Customer,1969,49,Unknown
5301,Exchange Place,Newark Ave,29236,Customer,1969,49,Unknown
223,Exchange Place,Exchange Place,29502,Subscriber,1990,28,Male
274,Exchange Place,York St,29639,Subscriber,1976,42,Female
294,Exchange Place,Newport PATH,26162,Subscriber,1941,77,Female
477,Exchange Place,Morris Canal,29525,Subscriber,1956,62,Male
294,Exchange Place,City Hall,26235,Subscriber,1981,37,Male
463,Exchange Place,Jersey & 3rd,29231,Subscriber,1960,60,Male
1652,Exchange Place,Leonard Gordon Park,33647,Subscriber,1976,42,Male
1540,Exchange Place,Leonard Gordon Park,26195,Subscriber,1987,31,Male
827,Exchange Place,Grove St PATH,29610,Subscriber,1971,47,Male
275,Exchange Place,Marin Light Rail,33670,Subscriber,1993,25,Male
374,Exchange Place,Manila & 1st,29593,Subscriber,1980,38,Male
174,Exchange Place,Columbus Drive,33591,Subscriber,1985,33,Male
257,Exchange Place,Essex Light Rail,29509,Subscriber,1980,38,Male
215,Exchange Place,Essex Light Rail,33563,Subscriber,1960,58,Male
207,Exchange Place,Morris Canal,33635,Subscriber,1977,41,Male
546,Exchange Place,Newport PATH,26431,Subscriber,1991,27,Male
272,Exchange Place,Morris Canal,26285,Subscriber,1990,28,Male
301,Exchange Place,Van Vorst Park,29451,Subscriber,1989,29,Male
497,Exchange Place,Newport Pkwy,29504,Subscriber,1991,27,Male
233,Exchange Place,Essex Light Rail,29502,Subscriber,1991,27,Female
264,Exchange Place,Morris Canal,29530,Subscriber,1989,29,Female
555,Exchange Place,Newark Ave,33652,Subscriber,1983,35,Male
298,Exchange Place,Morris Canal,26273,Subscriber,1985,33,Male
1820,Exchange Place,Heights Elevator,29255,Subscriber,56,56,Male
236,Exchange Place,Morris Canal,29273,Subscriber,1991,27,Male
684,Exchange Place,Hamilton Park,29505,Subscriber,1988,30,Female
367,Exchange Place,Grove St PATH,29628,Subscriber,1970,48,Male
216,Exchange Place,Warren St,29679,Subscriber,1975,43,Male
759,Exchange Place,Liberty Light Rail,26183,Subscriber,1976,42,Male
213,Exchange Place,Morris Canal,29583,Subscriber,1974,44,Male
2453,Exchange Place,Newport PATH,33563,Subscriber,1980,38,Female
487,Exchange Place,Manila & 1st,29225,Subscriber,1968,50,Male
131,Exchange Place,York St,26236,Subscriber,1980,38,Male
194,Exchange Place,Harborside,26307,Subscriber,1992,26,Male
459,Exchange Place,Dixon Mills,29629,Subscriber,1981,37,Male
275,Exchange Place,Washington St,29608,Subscriber,1977,41,Male
298,Exchange Place,Marin Light Rail,33576,Subscriber,1988,30,Male
285,Exchange Place,Morris Canal,29199,Subscriber,1990,28,Male
328,Exchange Place,Manila & 1st,33579,Subscriber,1986,32,Male
554,Exchange Place,Newport Pkwy,26230,Subscriber,1972,46,Male
811,Exchange Place,Heights Elevator,29601,Subscriber,1992,26,Male
294,Exchange Place,Morris Canal,29513,Subscriber,1987,31,Male
204,Exchange Place,Morris Canal,29449,Subscriber,1984,34,Male
232,Exchange Place,Morris Canal,29509,Subscriber,1981,37,Unknown
275,Exchange Place,Warren St,26261,Subscriber,1987,31,Male
600,Exchange Place,Brunswick St,29251,Subscriber,1984,34,Male
264,Exchange Place,Morris Canal,26230,Subscriber,1985,33,Male
138,Exchange Place,Grand St,29636,Subscriber,1994,24,Male
169,Exchange Place,Grand St,29513,Subscriber,1971,47,Male
976,Exchange Place,Newport Pkwy,29530,Customer,1969,49,Unknown
176,Exchange Place,Paulus Hook,33613,Subscriber,1966,52,Male
1015,Exchange Place,Marin Light Rail,29466,Subscriber,1991,27,Male
164,Exchange Place,Essex Light Rail,26235,Subscriber,1975,43,Male
181,Exchange Place,Columbus Drive,33653,Subscriber,1971,47,Male
96,Exchange Place,Harborside,29472,Subscriber,1994,24,Male
577,Exchange Place,Harborside,33612,Subscriber,1975,43,Male
298,Exchange Place,York St,29556,Subscriber,1987,31,Male
317,Exchange Place,Van Vorst Park,29538,Subscriber,1973,45,Male
695,Exchange Place,Exchange Place,29532,Subscriber,1984,34,Male
2253,Exchange Place,Exchange Place,26295,Customer,1969,49,Unknown
410,Exchange Place,York St,29532,Subscriber,1968,50,Female
430,Exchange Place,Washington St,29676,Subscriber,1960,60,Male
395,Exchange Place,Morris Canal,33626,Subscriber,1980,38,Male
429,Exchange Place,Newport Pkwy,29618,Subscriber,1941,77,Female
429,Exchange Place,Grove St PATH,29486,Subscriber,1984,34,Male
609,Exchange Place,Liberty Light Rail,29295,Subscriber,1985,33,Male
367,Exchange Place,Grove St PATH,33653,Subscriber,1971,47,Male
257,Exchange Place,City Hall,29580,Subscriber,1956,62,Male
254,Exchange Place,Morris Canal,33695,Subscriber,1968,50,Male
971,Exchange Place,Essex Light Rail,29530,Customer,1969,49,Unknown
963,Exchange Place,Essex Light Rail,29255,Customer,1969,49,Unknown
6142,Exchange Place,Exchange Place,33695,Customer,1969,49,Unknown
6129,Exchange Place,Exchange Place,26295,Customer,1969,49,Unknown
347,Exchange Place,City Hall,29636,Subscriber,1981,37,Male
1174,Exchange Place,Journal Square,29542,Subscriber,1987,31,Male
849,Exchange Place,Oakland Ave,29201,Subscriber,1989,29,Male
257,Exchange Place,Morris Canal,29241,Subscriber,1987,31,Male
